threshold,mAP50,mAP50-95,precision,recall,f1
0.1,0.8006817565385164,0.4428561784501902,0.8094470373275575,0.7436240672843392,0.775140682641748
0.2,0.7982189662368137,0.44870988043083215,0.8094470373275575,0.7436240672843392,0.775140682641748
0.3,0.7925701658095188,0.44791899142330455,0.7946507515473034,0.7479588632438373,0.7705981695765916
0.4,0.780936452115851,0.44719197406372413,0.8412396509286193,0.7046043334903438,0.7668834752850676
0.5,0.7568866679084556,0.443483843493868,0.8667861409796893,0.6383262678599466,0.7352173287762468
0.6,0.7120283441816794,0.42667368399818917,0.884964515596633,0.5298908776888052,0.6628728647256178
0.7,0.6704914104717856,0.41950752020679466,0.9283102766798419,0.4146844088553933,0.5732797045839136
0.8,0.5708987610145273,0.3846875058741767,0.9438914027149321,0.1971267074894018,0.3261406681706739
0.9,0.0,0.0,0.0,0.0,0.0
